po_number,line_no,item_code,description,qty_ordered,unit_price_ex_vat,line_total_ex_vat
PO-2026-00449,2,PLA-PER06,Perspex sheet 6mm 1000 x 2000,3,2669.53,8008.59
PO-2026-00450,1,MHD-SLG03,Webbing sling 3 ton 4 metre,2,1271.02,2542.04
PO-2026-00450,2,MHD-FRK25,Forklift fork 2500kg pair class 2,1,9835.25,9835.25
PO-2026-00451,1,HDW-PDL50,Brass padlock 50mm keyed alike,1,228.36,228.36
PO-2026-00451,2,HDW-CST100,Swivel castor 100mm braked,12,277.74,3332.88
PO-2026-00452,1,INS-TMP01,PT100 temperature probe with head,2,1564.01,3128.02
PO-2026-00453,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,10,5854.49,58544.9
PO-2026-00454,1,DRV-TL2517,Taper lock bush 2517 x 45mm,1,384.59,384.59
PO-2026-00455,1,ABR-CUT230,Cutting disc 230 x 3 x 22 box of 25,50,735.75,36787.5
PO-2026-00456,1,MHD-SLG03,Webbing sling 3 ton 4 metre,4,994.53,3978.12
PO-2026-00456,2,MHD-FRK25,Forklift fork 2500kg pair class 2,1,13092.38,13092.38
PO-2026-00457,1,HYD-PMP45,Gear pump 45cc SAE B,50,7603.17,380158.5
PO-2026-00458,1,DRV-SPB2120,SPB section V belt 2120mm,1,285.68,285.68
PO-2026-00459,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,1,6570.41,6570.41
PO-2026-00459,2,INS-TMP01,PT100 temperature probe with head,4,1336.1,5344.4
PO-2026-00460,1,HYD-FIT12,Swaged fitting 1/2 BSP male,5,122.52,612.6
PO-2026-00460,2,HYD-2SN12,Hydraulic hose 2SN 1/2 inch per metre,2,252.39,504.78
PO-2026-00460,3,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,5,11787.25,58936.25
PO-2026-00461,1,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,10,887.05,8870.5
PO-2026-00462,1,ABR-FLP125,Flap disc 125mm 60 grit box of 10,5,615.16,3075.8
PO-2026-00463,1,FST-NUTM12,Hex nut M12 grade 8 box of 200,3,715.73,2147.19
PO-2026-00463,2,FST-ANC12,Chemical anchor stud M12 x 160,2,47.77,95.54
PO-2026-00464,1,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,12,10352.22,124226.64
PO-2026-00465,1,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,3,970.04,2910.12
PO-2026-00465,2,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,1,3265.86,3265.86
PO-2026-00466,1,PNT-PRM20,Zinc phosphate primer 20 litre,3,2149.64,6448.92
PO-2026-00466,2,PNT-EPX20,Two pack epoxy enamel 20 litre,1,4033.37,4033.37
PO-2026-00467,1,FST-NUTM12,Hex nut M12 grade 8 box of 200,20,769.52,15390.4
PO-2026-00468,1,PPE-BOOT8,Safety boot steel toe size 8 pair,8,761.71,6093.68
PO-2026-00468,2,PPE-GLV10,Cut resistant glove level 5 pair,6,126.02,756.12
PO-2026-00469,1,PKG-PLT12,Pallet wrap 500mm 20 micron roll,5,329.2,1646.0
PO-2026-00469,2,PKG-STR48,Strapping band 16mm x 1000m,2,1110.4,2220.8
PO-2026-00470,1,PLA-PER06,Perspex sheet 6mm 1000 x 2000,2,2817.78,5635.56
PO-2026-00470,2,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,4,3512.54,14050.16
PO-2026-00471,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,6,4468.31,26809.86
PO-2025-00472,1,PNT-PRM20,Zinc phosphate primer 20 litre,2,3691.76,7383.52
PO-2025-00472,2,PNT-EPX20,Two pack epoxy enamel 20 litre,2,4291.84,8583.68
PO-2026-00473,1,INS-TMP01,PT100 temperature probe with head,25,1621.78,40544.5
PO-2026-00473,2,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,6,7478.35,44870.1
PO-2026-00474,1,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,10,9864.94,98649.4
PO-2026-00474,2,MTR-REW11,Motor rewind 11kW including bearings,25,8291.65,207291.25
PO-2026-00475,1,REF-CMP15,Refrigeration compressor 15HP semi hermetic,5,37569.94,187849.7
PO-2026-00475,2,REF-GAS404,Refrigerant R404a 10kg cylinder,10,8578.38,85783.8
PO-2026-00476,1,BRG-22216,Spherical roller bearing 22216 E,4,4058.39,16233.56
PO-2026-00476,2,DRV-TL2517,Taper lock bush 2517 x 45mm,3,508.25,1524.75
PO-2026-00476,3,BRG-6205,Deep groove ball bearing 6205 2RS,25,462.67,11566.75
PO-2026-00477,1,HDW-PDL50,Brass padlock 50mm keyed alike,20,176.59,3531.8
PO-2026-00477,2,HDW-CST100,Swivel castor 100mm braked,12,374.28,4491.36
PO-2025-00478,1,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,12,3193.71,38324.52
PO-2025-00478,2,STL-RD304,Stainless round bar 304 20mm 6m,8,1904.42,15235.36
PO-2025-00478,3,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,50,964.12,48206.0
PO-2026-00479,1,INS-TMP01,PT100 temperature probe with head,6,1418.31,8509.86
PO-2026-00479,2,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,8,5526.12,44208.96
PO-2026-00480,1,PIP-GAL50,Galvanised pipe 50mm medium 6m,2,1586.33,3172.66
PO-2025-00481,1,INS-TMP01,PT100 temperature probe with head,50,2118.49,105924.5
PO-2025-00482,1,CNV-PUL400,Drum pulley 400mm lagged,4,12850.96,51403.84
PO-2026-00483,1,PIP-GAL50,Galvanised pipe 50mm medium 6m,2,1363.09,2726.18
PO-2026-00483,2,PIP-FLG80,Slip on flange 80mm table D,10,380.44,3804.4
PO-2026-00484,1,FST-M12X60,Hex bolt M12 x 60 grade 8.8 box of 100,10,1140.72,11407.2
PO-2026-00484,2,FST-NUTM12,Hex nut M12 grade 8 box of 200,50,809.4,40470.0
PO-2026-00484,3,FST-ANC12,Chemical anchor stud M12 x 160,20,77.27,1545.4
PO-2026-00485,1,HYD-PMP45,Gear pump 45cc SAE B,1,5906.74,5906.74
PO-2026-00485,2,HYD-2SN12,Hydraulic hose 2SN 1/2 inch per metre,5,250.64,1253.2
PO-2025-00486,1,HYD-PMP45,Gear pump 45cc SAE B,3,5674.22,17022.66
PO-2026-00487,1,PNU-FRL12,Filter regulator lubricator 1/2 inch,1,1834.83,1834.83
PO-2025-00488,1,DRV-SPB2120,SPB section V belt 2120mm,10,271.73,2717.3
PO-2025-00488,2,DRV-TL2517,Taper lock bush 2517 x 45mm,2,412.11,824.22
PO-2025-00488,3,BRG-22216,Spherical roller bearing 22216 E,10,3207.52,32075.2
PO-2025-00488,4,BRG-6205,Deep groove ball bearing 6205 2RS,50,355.0,17750.0
PO-2026-00489,1,WLD-E6013,Welding electrode E6013 3.2mm 5kg,5,377.82,1889.1
PO-2025-00490,1,SEL-GSK150,Full face gasket 150mm rubber insertion,3,281.7,845.1
PO-2025-00490,2,SEL-OIL45,Oil seal 45 x 65 x 10 nitrile,3,142.12,426.36
PO-2025-00490,3,SEL-ORK01,O ring kit nitrile 382 piece,4,1417.23,5668.92
PO-2025-00491,1,PIP-FLG80,Slip on flange 80mm table D,6,638.5,3831.0
PO-2025-00491,2,PIP-GAL50,Galvanised pipe 50mm medium 6m,25,1620.02,40500.5
PO-2026-00492,1,DRV-TL2517,Taper lock bush 2517 x 45mm,1,468.97,468.97
PO-2026-00492,2,BRG-6205,Deep groove ball bearing 6205 2RS,20,223.8,4476.0
PO-2026-00492,3,DRV-SPB2120,SPB section V belt 2120mm,3,423.66,1270.98
PO-2026-00492,4,BRG-22216,Spherical roller bearing 22216 E,2,3399.63,6799.26
PO-2026-00493,1,TLS-TRQ34,Torque wrench 3/4 drive 100 to 500Nm,2,4686.07,9372.14
PO-2026-00493,2,TLS-DRL18,Cordless drill 18V two battery kit,12,2778.46,33341.52
PO-2026-00493,3,TLS-GRN230,Angle grinder 230mm 2400W,4,3240.61,12962.44
PO-2025-00494,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,8,6638.94,53111.52
PO-2025-00494,2,INS-TMP01,PT100 temperature probe with head,3,2101.43,6304.29
PO-2026-00495,1,MTR-REW11,Motor rewind 11kW including bearings,1,9358.26,9358.26
PO-2026-00496,1,PMP-CEN55,Centrifugal pump 5.5kW end suction,12,20541.9,246502.8
PO-2026-00496,2,VLV-GT80,Gate valve 80mm flanged,1,3361.59,3361.59
PO-2026-00497,1,ABR-FLP125,Flap disc 125mm 60 grit box of 10,3,696.29,2088.87
PO-2026-00498,1,TLS-TRQ34,Torque wrench 3/4 drive 100 to 500Nm,50,5075.23,253761.5
PO-2026-00498,2,TLS-GRN230,Angle grinder 230mm 2400W,6,2464.57,14787.42
PO-2026-00498,3,TLS-DRL18,Cordless drill 18V two battery kit,3,4134.13,12402.39
PO-2026-00499,1,DRV-TL2517,Taper lock bush 2517 x 45mm,5,345.45,1727.25
PO-2026-00499,2,BRG-22216,Spherical roller bearing 22216 E,3,3587.37,10762.11
PO-2026-00499,3,BRG-6205,Deep groove ball bearing 6205 2RS,6,466.35,2798.1
PO-2026-00500,1,HDW-PDL50,Brass padlock 50mm keyed alike,20,252.02,5040.4
PO-2026-00501,1,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,12,11246.53,134958.36
PO-2026-00501,2,HYD-2SN12,Hydraulic hose 2SN 1/2 inch per metre,8,190.7,1525.6
PO-2026-00502,1,WLD-HLM01,Auto darkening welding helmet,10,1446.77,14467.7
PO-2026-00503,1,PIP-GAL50,Galvanised pipe 50mm medium 6m,4,1715.42,6861.68
PO-2026-00503,2,PIP-FLG80,Slip on flange 80mm table D,6,556.77,3340.62
PO-2025-00504,1,WLD-HLM01,Auto darkening welding helmet,1,1523.03,1523.03
PO-2025-00504,2,WLD-E6013,Welding electrode E6013 3.2mm 5kg,2,454.56,909.12
PO-2025-00504,3,WLD-MIG08,MIG wire 0.8mm 15kg spool,20,1323.0,26460.0
PO-2025-00505,1,SEL-GSK150,Full face gasket 150mm rubber insertion,4,165.96,663.84
PO-2025-00505,2,SEL-OIL45,Oil seal 45 x 65 x 10 nitrile,2,86.65,173.3
PO-2025-00505,3,SEL-ORK01,O ring kit nitrile 382 piece,2,1343.85,2687.7
PO-2026-00506,1,ELE-BAT100,Deep cycle battery 100Ah,4,3025.52,12102.08
PO-2026-00506,2,ELE-SWA4C,SWA cable 4 core 16mm per metre,10,232.33,2323.3
PO-2025-00507,1,FST-M12X60,Hex bolt M12 x 60 grade 8.8 box of 100,3,1313.9,3941.7
PO-2025-00508,1,PIP-FLG80,Slip on flange 80mm table D,5,393.44,1967.2
PO-2025-00508,2,PIP-GAL50,Galvanised pipe 50mm medium 6m,5,1698.77,8493.85
PO-2026-00509,1,STL-RD304,Stainless round bar 304 20mm 6m,8,2407.91,19263.28
PO-2026-00509,2,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,12,3095.61,37147.32
PO-2026-00509,3,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,3,811.69,2435.07
PO-2026-00509,4,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,3,1065.81,3197.43
PO-2026-00510,1,PPE-GLV10,Cut resistant glove level 5 pair,1,121.14,121.14
PO-2026-00511,1,PPE-GLV10,Cut resistant glove level 5 pair,2,115.72,231.44
PO-2026-00512,1,WLD-E6013,Welding electrode E6013 3.2mm 5kg,3,363.43,1090.29
PO-2026-00512,2,WLD-HLM01,Auto darkening welding helmet,3,1766.94,5300.82
PO-2025-00513,1,DRV-TL2517,Taper lock bush 2517 x 45mm,12,635.5,7626.0
PO-2025-00513,2,DRV-SPB2120,SPB section V belt 2120mm,8,228.13,1825.04
PO-2026-00514,1,MHD-FRK25,Forklift fork 2500kg pair class 2,1,13209.41,13209.41
PO-2025-00515,1,SEL-GSK150,Full face gasket 150mm rubber insertion,1,157.16,157.16
PO-2026-00516,1,CNV-BLT650,Conveyor belting 650mm 3 ply per metre,8,862.57,6900.56
PO-2026-00516,2,CNV-IDL152,Trough idler set 152mm 650 belt,2,2242.12,4484.24
PO-2026-00516,3,CNV-PUL400,Drum pulley 400mm lagged,2,11245.78,22491.56
PO-2026-00517,1,HYD-PMP45,Gear pump 45cc SAE B,10,8269.76,82697.6
PO-2026-00518,1,PPE-HAT01,Hard hat vented with ratchet,1,152.55,152.55
PO-2026-00518,2,PPE-GLV10,Cut resistant glove level 5 pair,3,174.78,524.34
PO-2026-00518,3,PPE-BOOT8,Safety boot steel toe size 8 pair,10,642.85,6428.5
PO-2026-00518,4,PPE-HRN01,Full body safety harness double lanyard,12,2105.6,25267.2
PO-2026-00519,1,WLD-E6013,Welding electrode E6013 3.2mm 5kg,50,416.62,20831.0
PO-2026-00519,2,WLD-HLM01,Auto darkening welding helmet,3,2078.94,6236.82
PO-2026-00519,3,WLD-MIG08,MIG wire 0.8mm 15kg spool,1,823.05,823.05
PO-2025-00520,1,BRG-22216,Spherical roller bearing 22216 E,1,3076.14,3076.14
PO-2025-00520,2,BRG-6205,Deep groove ball bearing 6205 2RS,3,513.05,1539.15
PO-2025-00520,3,DRV-TL2517,Taper lock bush 2517 x 45mm,3,377.12,1131.36
PO-2025-00520,4,DRV-SPB2120,SPB section V belt 2120mm,2,440.9,881.8
